source,target,weight
TG 52:1,TG 54:2,0.9358702922225038
TG 60:1,TG 62:2,0.9360764097493728
PC 34:2;O3,PC 38:6.1,0.9364153986764673
TG 50:5,TG 52:7,0.9369175099083419
FA 22:5,FA 22:6,0.9370102237082334
TG 56:8,TG 56:9,0.9372396610610666
TG 52:4,TG 54:5,0.9375795042441805
FA 17:1,FA 19:1,0.9379229783129367
FA 17:0,FA 19:0,0.9379487891226075
TG 56:2,TG 60:2,0.9380424902582516
TG 48:3,TG 48:5,0.9384777704913427
TG 56:1,TG 56:2,0.9400006953079254
FA 14:1,FA 16:1,0.9401277020948842
PE O-36:5,PE O-38:8,0.9402089359480214
TG 46:3,TG 48:5,0.9406864033354094
TG 52:4,TG 52:5,0.9407444141739025
TG 52:1,TG 54:1,0.9416505609179944
TG 46:2,TG 48:4,0.9418306635705509
TG 36:0,TG 38:0,0.9419859064167261
FA 18:2,FA 20:2,0.9420793699746726
TG 50:1,TG 52:1,0.9426469446658228
TG 48:4,TG 50:5,0.9429946031869246
FA 16:0,FA 17:0;O2,0.9431706974757696
TG 52:5,TG 54:7,0.9434238976208429
FA 18:2,FA 18:3,0.9437124099616622
TG 47:2,TG 49:3,0.9446803358118808
TG 57:3,TG 57:4,0.9451865425727842
TG 51:2,TG 51:3,0.9452593202823046
TG 58:1,TG 58:2,0.9452744862435668
TG 56:9,TG 58:10,0.9453243677951219
TG 53:4,TG 53:5,0.9453555313669164
TG 47:3,TG 49:4,0.945620026193056
TG 52:5,TG 52:6,0.9459823659826644
TG 49:3,TG 49:4,0.9463320144706763
TG 56:2,TG 56:3,0.9469687701611095
AAHFA 34:4;2O,AAHFA 34:5;2O,0.9470253502696724
LPC 20:4,LPC 20:4.1,0.9474191953808491
TG 49:3,TG 51:3,0.9480082632643498
PC O-42:6,PC O-44:7,0.9480523346275321
TG 42:1,TG 44:3,0.9491851294597399
FA 20:3,FA 22:5,0.9493687373390666
TG 56:6,TG 58:7,0.9493954610206647
TG 56:2,TG 58:2,0.9501553552007074
TG 47:3,TG 47:4,0.9501697766993422
TG 48:5,TG 50:6,0.9501885255374509
PC 38:6,PC 38:6.1,0.9518789703656774
TG 50:5,TG 52:6,0.9520210367066567
TG 56:1,TG 60:2,0.9522066848816065
TG 54:4,TG 54:5,0.9525158387436972
TG 60:1,TG 60:2,0.9531670292393806
FA 20:3,FA 22:4,0.9538086886606673
TG 52:5,TG 54:6,0.9543376898781073
TG 48:5,TG 50:5,0.9550954857709815
PE P-38:2,SM 42:4;O2,0.9553245372692049
PE O-38:7,PE P-38:6,0.955468719244595
TG 42:1,TG 44:1,0.9557960522902652
TG 40:1,TG 40:2,0.9566115593336701
DG 34:0,DG 36:0,0.9568941970140235
TG 56:1,TG 58:2,0.9573133361554054
FA 20:2,FA 22:2,0.9576072627882759
TG 56:7,TG 56:8,0.9579218966555356
TG 58:1,TG 60:2,0.9585603991565201
TG 51:4,TG 53:5,0.9591798403394154
DG 31:0.1,SM 28:2;O2,0.9595280802431714
TG 46:3,TG 48:4,0.9600624037329983
TG 54:2,TG 54:3,0.960393745442851
TG 56:8,TG 58:10,0.9604457615487207
LPC 20:3.1,LPC 20:3/0:0,0.9609569912958552
TG 56:7,TG 58:7,0.9610266884185795
DG 51:8,TG 46:1,0.9614851332732712
PE O-36:5,PE P-36:4,0.9615298242519782
TG 60:2,TG 62:2,0.9618230760534728
TG 47:0,TG 49:0,0.961852711130647
TG 46:1,TG 46:2,0.9620763096910989
TG 54:5,TG 54:6,0.9622674778715257
LPC 18:2,LPC 18:2.1,0.9623411088240027
TG 49:1,TG 51:2,0.9631240888778115
LPC 18:2,LPC 18:2/0:0,0.9634878290538404
FAHFA 36:3;2O,FAHFA 36:5;2O,0.9635799039410599
TG 50:6,TG 52:7,0.9645075090871725
TG 51:4,TG 53:4,0.9658866941837507
TG 50:5,TG 50:6,0.9665060480462421
TG 50:0,TG 50:1,0.9672778477615354
LPC 18:0,LPC 18:0/0:0,0.9675582906689627
LPC 16:1.1,LPC 16:1/0:0,0.9688554318606087
LPC 20:4,LPC 20:4/0:0,0.9689121467541919
PE O-38:8,PE P-36:4,0.9693360666529961
LPC 22:6.1,LPC 22:6/0:0.1,0.9694247719019601
PC 40:5.1,SM 42:4;O2,0.969778401000607
FA 16:0,FA 18:1,0.9698815980975838
TG 51:1,TG 51:2,0.9702709701386137
TG 50:4,TG 50:5,0.971647046304764
PC 40:5.1,PE P-38:2,0.9718145635931075
TG 48:3,TG 48:4,0.972051288947138
TG 54:7,TG 54:8,0.9720938636602844
LPC 20:4.1,LPC 20:4/0:0,0.972192509175632
FAHFA 36:3;2O,FAHFA 36:4;2O,0.9723872843451636
PE P-38:2,SM 40:2;O2,0.9727624154500928
TG 54:6,TG 54:7,0.9737666146317167
TG 47:2,TG 47:3,0.9747258595884446
TG 46:2,TG 48:3,0.9749211698301993
TG 49:1,TG 51:1,0.9758010746466579
TG 46:3,TG 48:3,0.9760261872552226
SM 40:2;O2,SM 42:4;O2,0.9784734098791081
TG 46:2,TG 46:3,0.9787220445898162
LPC 18:1,LPC 18:1/0:0,0.9790586506155962
TG 58:2,TG 60:2,0.9796280285477594
TG 48:4,TG 48:5,0.9805326728304188
TG 56:1,TG 58:1,0.983293189304739
LPC 14:0.1,LPC 14:0/0:0,0.9834438193204633
LPC 18:2.1,LPC 18:2/0:0,0.9850242715927099
PC 40:5.1,SM 40:2;O2,0.9851074494973858
LPC 16:0.1,LPC 16:0/0:0,0.9872348293044738
FAHFA 36:4;2O,FAHFA 36:5;2O,0.987659219400831
PE O-36:6,PE P-36:5,0.9883292849370541
FA 25:0;O,FA 26:0;O,0.9890911218585643
