Sample_Name	Methanobacteriales	Actinomycetales	Bifidobacteriales	Corynebacteriales	Micrococcales	Propionibacteriales	Coriobacteriales	Eggerthellales	Bacteroidetes_unclassified	Bacteroidales	Sphingobacteriales	Candidatus_Saccharibacteria_unclassified	Deinococcales	Bacillales	Lactobacillales	Clostridiales	Erysipelotrichales	Firmicutes_unclassified	Acidaminococcales	Selenomonadales	Veillonellales	Tissierellales	Tissierellia_unclassified	Fusobacteriales	Lentisphaerae_unclassified	Victivallales	Caulobacterales	Rhodobacterales	Rhodospirillales	Burkholderiales	Neisseriales	Rhodocyclales	Desulfovibrionales	Campylobacterales	Aeromonadales	Enterobacterales	Pasteurellales	Pseudomonadales	Vibrionales	Xanthomonadales	Proteobacteria_unclassified	Brachyspirales	Spirochaetales	Synergistales	Acholeplasmatales	Mycoplasmatales	Verrucomicrobiales	Eucoccidiorida	Saccharomycetales	Tremellales	Eukaryota_unclassified
LCC10861001	0.0	8.163237437550643e-05	0.40218654272736876	0.0	0.0	0.0	0.0	0.0	0.0	0.3700424649000872	0.0	0.0	0.0	1.3454782492395193e-05	0.039475528562093416	0.0460864455717901	0.0008515672411791838	0.0	0.0	0.0	0.09215180529042047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001910779931569371	0.0	0.0	0.0	0.0	0.04829443562408703	0.000625044932948994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11021001	0.0	0.0	0.5308193871230845	0.0	0.0	0.0	0.008760202861400524	0.0001931721317004525	0.0	0.10636118895913953	0.0	0.0	0.0	0.0	0.11172018250167112	0.047709683749624386	0.0002721274077526306	0.0	6.745693487951951e-05	0.0006730362366389193	0.060497372245764014	0.0	0.0	0.0009060692844045559	0.0	0.0	0.0	0.0	0.0	0.03080942189406809	0.0	0.0	0.0	0.09368388453825731	0.0	0.007495385332409363	3.142879920523325e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11471001	0.0	0.0	0.11357356485682002	0.0	0.0	0.0	0.0017281042035732156	6.051415426068098e-05	0.0	0.6558615060062549	0.0	0.0	0.0	0.0	0.04712912350198712	0.05764058213216072	0.0021325988148627956	0.0	0.0	0.002196213694383115	0.033038227641445345	0.0	0.0	9.892313812200564e-05	0.0	0.0	0.0	0.0	0.0	0.025237102958381972	0.00021334990254220435	0.0	0.0	0.0	6.801590892109509e-06	0.05991201341993893	0.0011713739843749447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11341001	0.0	0.00013633145078484666	0.03714181213526083	0.0	9.539197694416858e-05	0.0	0.001322074744468616	0.0	0.0	0.8207409584321206	0.0	0.0	0.0	0.0	0.04840056782749929	0.04312077705323474	0.0	0.0	0.0	0.0	0.02185937681112129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010099738167541065	0.0	0.025596580222650687	0.0013177705944071273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016736136983279241	0.0	0.0	0.0	0.0
LCC11261001	0.0	0.0006611602242863565	0.3432220037510106	0.0	7.561301741609694e-06	0.0	0.0020827857690655454	8.468657950602826e-05	0.0	0.28004773096928737	0.0	0.0	0.0	0.0	0.10715886909944998	0.003620956178022078	0.0	0.0	0.0	0.000586252928366143	0.015429793968641975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028047388593544446	0.0004790840783483932	0.0	0.0	0.008220445618765015	0.0	0.2350500210355415	0.0005439096386131281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11551001	0.0	0.0	0.11944809528334084	0.0	0.0	0.0	0.00278068938228807	0.00030877636751436234	0.0	0.3182293898032311	0.0	0.0	0.0	0.0	0.02960078039121886	0.027948065897522488	0.0	0.0	0.0	0.0022035859509155695	0.14515643117395793	0.0	0.0	0.04135180371354644	0.0	0.0	0.0	0.0	0.0	0.0631698977884143	0.0	0.0	0.00047577992815442513	0.06597301450738305	0.0	0.18266635201647288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006873377960395905	0.0	0.0	0.0	0.0
LCC10871001	0.0	0.0007086832383368697	0.46582670997407943	0.0	0.0003916645956863885	0.0	0.023755243475253658	0.0	0.0	0.23330396184654947	0.0	0.0	0.0	0.0	0.08489511437704224	0.06629366523818556	0.0	0.0	0.0	0.019079545890689914	0.01157767797897039	0.0	0.0	0.0009010904857033849	0.0	0.0	0.0	0.0	0.0	0.013741201775667048	0.0015900293154099752	0.0	0.0	0.038394715106819764	0.0	0.03294253843183661	0.006598158269769262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11371001	0.0	0.0	0.4366812703557792	0.0	0.0	0.0	0.004269889789113253	0.0	0.0	3.974178849059684e-05	0.0	0.0	0.0	0.0	0.17492643514655665	0.02360101646881696	0.0	0.0	0.0	0.0	0.10751385081413108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1519205444524918	0.0	0.0	0.0	0.0	3.3234946546291556e-05	0.10066214624677851	7.828231385301626e-05	0.0002735876774428307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11291001	0.0	0.0002652959672997504	0.11397797884357475	0.0	0.000645047891703237	0.0	0.004295121556151254	0.0	0.0	0.0015825471955797706	0.0	0.0	0.0	0.0	0.6919325098091088	0.007018621740246075	0.0	0.0	0.0	3.150455909157339e-05	0.060181239257820464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010810625034540979	3.2671394613483606e-05	0.0	0.0	0.10503216912495925	0.0	0.0012923233784937547	0.0029023442468166854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11091001	0.0	0.0	0.10912328773428998	0.0	0.0	0.0	0.0	0.0	0.0	0.793604579311024	0.0	0.0	0.0	0.0	0.03712734732769619	0.017062040389992355	0.0002730879117921041	0.0	0.0	0.005191972596343544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037617684728861935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11441001	0.0	9.879337139781761e-05	0.1761752685044718	0.0	0.0002125920560864361	0.0	0.0006470411939153754	0.0016825085177811945	0.0	0.09038415213333258	0.0	0.0	0.0	0.0	0.21433841271580462	0.439839872158759	0.00010121033461244335	0.001026605125412192	0.0	1.4098952085314492e-06	0.025699771274714456	0.0	0.0	5.9014185157106404e-05	0.0	0.0	0.0	0.0	0.0	0.012130436253803696	0.0	0.0	2.507599335173959e-05	0.0	0.0	0.0363057079808931	0.0012583314736144154	0.0	0.0	0.0	0.0	0.0	0.0	6.948769242047956e-06	0.0	0.0	6.848062441438665e-06	0.0	0.0	0.0	0.0
LCC11301001	0.0	0.0	0.6681432284990443	0.0	0.0	0.0	0.004195332839811852	0.0	0.0	7.574934312210817e-05	0.0	0.0	0.0	0.0	0.06503566423168052	0.0021127762624573634	0.0	0.0	0.0	0.0	0.008297204799206204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051842270054713646	0.0006909500848852929	0.19868322225097435	0.0009236016341044545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11011001	0.0	0.00031735390859749643	0.03137779610971665	0.0	0.0018478777300324249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01683804844722939	0.46671282169237427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00973508265148733	0.0	0.4467515352109649	0.025049466511617487	0.0013700177379799919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11081001	0.0	9.06070340893686e-05	0.43125103684983074	0.0	4.645487714637185e-05	0.0	0.0	0.001483452402322864	0.0	0.0509493865102846	0.0	0.0	0.0	0.0	0.06733033732748496	0.20387223427034362	0.004435239348242077	0.0	0.0	0.0	0.010502706847599068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005243994730975702	0.0004434238165544957	0.0	0.0	0.038263300436806	0.0	0.18560815891812996	0.00047966663019024315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11541001	0.0	0.0001548378349458744	0.046203048359847156	0.0	0.00030957538631989575	0.0	0.00973944021509623	0.0	0.0	0.4005835300479165	0.0	0.0	0.0	0.0	0.04326092892873178	0.04925257149642044	0.00019495126368832935	5.114462164662726e-06	0.0	0.0550930867213219	0.307203078144068	0.0	0.0	0.00011502525691898857	0.0	0.0	0.0	0.0	0.0	0.0023590707443437815	0.004311090470523499	0.0	0.0	0.03169953678015325	0.0	0.01800070058103299	0.03151441330650681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11591001	0.0	0.0	0.20599019827935666	0.0	0.00014115934338795812	0.0	0.003280479113419282	0.0006331661830633597	0.0	0.5175066597997799	0.0	0.0	0.0	0.0	0.14324922197291742	0.03822356918848684	0.0006700817023476648	0.0	0.0	0.005463696938192816	0.030562248369214423	0.0	0.0	0.0	0.0	0.001259529506204408	0.0	0.0	0.0	0.0244592826824397	0.0	0.0	0.0	0.0	0.0	0.028230868257015252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003298386641744175	0.0	0.0	0.0	0.0
LCC10881001	0.0	0.0	0.41164549994589744	0.0	0.0	0.0	0.009191857754516175	0.0007440370530452413	0.0	0.4181831255196508	0.0	0.0	0.0	0.0	0.0005832290448064307	0.006815639418843057	0.0	0.0	0.0	0.0	0.09084102388298938	4.63023058548298e-05	0.0	0.0010429519390065607	0.0	0.0	0.0	0.0	0.0	0.03264202557287353	0.0	0.0	7.400368538352734e-06	0.00688964310422659	0.0	0.02134156280982793	2.5701279923738472e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10851001	0.0	0.0	0.19817847218285034	0.0	9.68631368951583e-05	0.0	0.0011990193884540332	3.906579461128363e-05	0.0	0.4650786855221565	0.0	0.0	0.0	0.0	0.04164423722433322	0.025498043805377017	0.0028422869797312626	0.0	0.0	0.0	0.013710391040590561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05440953654144312	0.0	0.0	0.0	0.0	0.0	0.19677971639835812	0.0	0.0005236819851994728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11401001	0.0	0.0	0.6099948574097541	0.0	7.77555355237881e-06	0.0	0.0	0.00012655383712842523	0.0	0.12783626721949962	0.0	0.0	0.0	0.0	0.007504481668194074	0.051064741403857444	0.0005051428583685573	0.0	0.0	0.04439224396576828	0.01560044165144178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041241804164372	0.0	0.0	0.0	0.0019267285457730732	0.0	0.09979896172229052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11171001	0.0	0.00010531921259380814	0.04162699207927235	0.0	0.00040240171980551357	0.0	0.0	0.0	0.0	0.0531325889570848	0.0	0.0	0.0	0.0	0.812407205641335	0.02360957555453729	0.0	0.0	0.0	0.0009690572354198648	0.003189696267021252	0.0	0.0	0.00020652204032932644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2951552359009436e-05	0.00011786916643005766	0.06321572386728135	0.001004096706530675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11241001	0.0	0.0	0.03472914756133728	0.0	0.0	0.0	0.0012766081105724067	0.00019055968147979477	0.0	0.6347189614274601	0.0	0.0	0.0	0.0	0.10096858387729414	0.11007676963065949	0.000600131366700718	0.0004997888351669891	0.0	0.04997027694234941	0.0007219397072002893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1668316597594386e-05	0.005068057246072389	0.0	0.0	0.0	0.006398127371427649	0.012631717292055795	0.040558430995170085	0.0015692316384558341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11121001	0.0	4.7214864321922145e-05	0.012143943786443661	0.0	6.596046862807783e-05	0.0	0.0	0.0	0.0	0.04050203334672591	0.0	0.0	0.0	5.52343741855181e-05	0.18020650638874253	0.00011708484400850336	0.0	0.0	0.0	0.0	0.0011174184556188287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.765621203263299	0.0001234002080260845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11501001	0.0	0.0006532813335260236	0.13685573853944816	0.0	8.841100717039174e-05	0.0	0.001774920977661718	0.0	0.0	0.014068851572020714	0.0	0.0	0.0	0.0	0.7863537010357791	0.03539390654136441	0.0015815969088151468	0.0	0.0	0.000756494183525849	0.011977991259911861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026677321326505146	0.00017932232562953957	0.0	0.0	0.0	0.0	0.007018173762633448	0.000629878419863273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10991001	0.0	0.000976032425688213	0.20382618718510953	0.0	2.141168007147785e-05	0.0	0.017052402085337554	0.000614635283547175	0.0	0.20694068614429173	0.0	0.0	0.0	0.0	0.027061361972956253	0.013145470854351051	9.755321527893333e-05	0.0	0.0	0.0	0.36204329461721363	0.00019810806795106636	0.0	0.0025392851800657254	0.0	0.0	0.0	0.0	0.0	0.07992279788624695	0.0	0.0	0.0	0.00016348918334951567	0.0	0.08070912682868506	0.004164971992221757	0.0	0.0005231853976344082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11381001	0.0	0.000581639856599848	0.05226347642363842	0.0	0.0	0.0	0.003829196049712722	0.0	0.0	0.6413041675982988	0.0	0.0	0.0	0.0	0.002498096958399385	0.11481176845950355	0.0034741625988890753	0.0	0.00020912103344579864	0.00607616688481511	0.005540953706471848	0.0	0.0	0.01658839282798263	0.0	0.0	0.0	0.0	0.0	0.058002999645770485	0.0	0.0	0.0013265770122623702	0.0	0.0	0.056799423183694395	0.0	0.0	0.0	0.0	0.0	0.03146090788273747	0.0	0.0	0.0	0.0	0.005232949877778253	0.0	0.0	0.0	0.0
LCC11511001	0.0	2.1922254955621998e-05	0.4258799933137123	0.0003678067220332157	0.0007238403812198931	0.0	0.0	0.0016478228308309314	0.0	0.027011161371038126	0.0	0.0	0.0	0.0	0.1949357358230249	0.13502373540812593	0.000963665790757556	0.0003156398745925225	0.0	0.0	0.033078145430006554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007784937807273134	0.0032447982091953504	0.0	0.0	0.00015680501808535132	0.00014777223710826668	0.15599490957120576	0.010450826098566316	0.0022504818582683578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11251001	0.0	0.0	0.18603278583923977	0.0	0.0	0.0	0.006569146590818682	0.0	0.0	0.6196361893271405	0.0	0.0	0.0	0.0	0.01447040161995943	0.09182208015384154	0.00027890205290972416	0.0	0.011361245676892768	0.00025422223096159877	0.0009464611392627163	0.0	0.0	0.00017897887136364936	0.0	0.0	0.0	0.0	0.0	0.008752307588433265	0.0	0.0	0.0035382437417338887	0.015917180938308767	0.011253898483866364	0.002299437069313279	0.002338061993906891	0.0	0.0	0.0	0.0	0.024350456682046735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11161001	0.0	0.0	0.11345621467490315	0.0	0.0	0.0	0.01459140002434417	0.00019108864449185673	0.0	0.33387505319623956	0.0	0.0	0.0	0.0	0.12742974799153048	0.15989880960231512	0.018823943024574828	0.0	0.11844213824770104	0.0024705607203296875	0.07748715009408952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004830575955068192	0.0	0.027976766923099305	0.0005265509013131853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10821001	0.0	0.0	0.1147679747613266	0.0	0.0	0.0	0.0	0.0	0.0	0.48124011682661716	0.0	0.0	0.0	0.0	0.03849632053543182	0.04506082672996112	0.0023200456957328513	0.0	0.0	0.0	0.11252185149421788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2055928639567126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11141001	0.0	0.00011893310356315205	0.016197576773444102	0.0	1.3626615898619568e-05	0.0	0.0006687943083042552	0.0	0.0	0.45347426379209754	0.0	0.0	0.0	0.0	0.022317780531686572	0.012724751951985474	0.00024658724130142176	0.0	0.0006014243193014799	0.023204709707295934	0.007203247189864763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4632283044652567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11031001	0.0	4.93096152747551e-05	0.3495982569251446	0.0	7.506687366014621e-05	0.0	0.010920476218634024	0.0	0.0	0.4695422925162637	0.0	0.0	0.0	9.821833936840424e-06	0.05313331536004539	0.08697404329825202	0.0	0.0	0.0	0.0	0.019731362819547855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6258372361758786e-05	0.0	0.004850482622870641	0.000154743995902891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004934569548105438
LCC11391001	0.0	0.0	0.056082406064749755	0.0	0.0	0.0	0.006985682121560465	0.0	0.0	0.5031843943389658	0.0	0.0	0.0	0.0004827556844506859	0.012829740715418076	0.006295659055676184	0.0	0.0	0.0	0.08875051027947035	0.2864055538441888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010425479161814313	0.0	0.0	0.0	0.0	0.0	0.02838391048132815	0.00014084965601528544	3.305859636205071e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11481001	0.0	0.0	0.1198167748919594	0.0	0.0	0.0	0.0	0.001858642683464507	0.0	0.5915688855433677	0.0	0.0	0.0	0.0	0.011582424275301323	0.0703759369545514	0.0010167585676699447	0.0	0.0	0.0	0.052281545059902026	0.0	0.0	0.00025679671516792184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14898370769735372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022585276112621153	0.0	0.0	0.0	0.0
LCC11321001	0.0	0.0	0.5021850297622683	0.0	0.0	0.0	0.015991674055245	9.743510351453232e-05	0.0	0.08058914490832987	0.0	0.0	0.0	0.0	0.044004416523952095	0.0241014190276237	0.0	0.0	0.0	0.00010284260155131056	0.17882015202279478	0.0	0.0	8.031135973140218e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.507636889309986e-06	0.0	0.0	0.029528043585235288	0.0	0.12436644651473731	0.0001275768981269425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11451001	0.0	0.0006501481906781872	0.08435795585388518	0.0	0.0004490383571391826	0.0	0.0	0.0	0.0	0.0571023601933261	0.0	0.0	0.0	0.0	0.2834748370594294	0.007768092892291248	0.00043279718414151634	0.0	0.0	0.003972069593626802	0.045598697257417276	0.0	0.0	4.210674480876468e-05	0.0	0.0	0.0	7.017790801460779e-06	0.0	0.01694736326060195	0.0014997018942721693	0.0	0.0	0.002722501814349557	0.013019906765641577	0.47338136910882783	0.008510073888314266	6.396215044759887e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
